Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Type,Rarity,Price
8,Serum Tank,Mirrodin,240,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.29 
1,Serum Tank,Mirrodin,240,Played,English,,,,,,,,Artifact,Uncommon,$0.29 
1,Serum Visions,Friday Night Magic,183,Near Mint,English,foil,,,,,,,Sorcery,Rare,$3.77 
2,Serum Visions,Conspiracy: Take the Crown,120,Near Mint,English,,,,,,,,Sorcery,Uncommon,$2.14 
5,Serum Visions,Modern Masters 2017 Edition,49,Near Mint,English,,,,,,,,Sorcery,Uncommon,$2.22 
1,Serum Visions,Secret Lair Drop Series,29,Near Mint,English,foil,,,,,,,Sorcery,Rare,$5.78 
1,Serum Visions,Secret Lair Drop Series,30,Near Mint,English,foil,,,,,,,Sorcery,Rare,$8.78 
1,Serum Visions,Secret Lair Drop Series,31,Near Mint,English,foil,,,,,,,Sorcery,Rare,$8.77 
1,Serum Visions,Secret Lair Drop Series,32,Near Mint,English,foil,,,,,,,Sorcery,Rare,$5.62 
2,Serum Visions,Fifth Dawn,36,Near Mint,English,,,,,,,,Sorcery,Common,$2.08 
6,Servant of Nefarox,Magic 2013,108,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$0.26 
8,Servant of the Conduit,Kaladesh,169,Near Mint,English,,,,,,,,Creature - Elf Druid,Uncommon,$0.29 
1,Servant of the Conduit,Kaladesh,169,Near Mint,English,foil,,,,,,,Creature - Elf Druid,Uncommon,$0.66 
6,Servant of the Scale,Dragons of Tarkir,203,Near Mint,English,,,,,,,,Creature - Human Soldier,Common,$0.23 
7,Servant of Tymaret,Born of the Gods,82,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.20 
2,Servant of Volrath,Tempest,50,Near Mint,English,,,,,,,,Creature - Minion,Common,$0.19 
4,Servo,Extras: Kaladesh,4,Near Mint,English,,,,,,,,Token,Common,$0.00 
2,Servo,Extras: Kaladesh,5,Near Mint,English,,,,,,,,Token,Common,$0.00 
4,Servo,Extras: Kaladesh,6,Near Mint,English,,,,,,,,Token,Common,$0.00 
1,Servo,Extras: Commander 2018,24,Near Mint,English,,,,,,,,Token,Common,$0.00 
4,Servo,Extras: War of the Spark,18,Near Mint,English,,,,,,,,Token,Common,$0.29 
1,Servo,Extras: Double Masters,25,Near Mint,English,,,,,,,,Token,Common,$0.25 
8,Servo Exhibition,Kaladesh,27,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
4,Servo Schematic,Aether Revolt,176,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.26 
1,Seshiro the Anointed,Champions of Kamigawa,241,Near Mint,English,,,,,,,,Legendary Creature - Snake Monk,Rare,$16.15 
4,Set Adrift,Khans of Tarkir,54,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.25 
6,Setessan Battle Priest,Theros,29,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$0.18 
6,Setessan Griffin,Theros,30,Near Mint,English,,,,,,,,Creature - Griffin,Common,$0.18 
3,Setessan Oathsworn,Born of the Gods,138,Near Mint,English,,,,,,,,Creature - Satyr Warrior,Common,$0.20 
4,Setessan Petitioner,Theros Beyond Death,199,Near Mint,English,,,,,,,,Creature  - Human Druid,Uncommon,$0.30 
4,Setessan Skirmisher,Theros Beyond Death,200,Near Mint,English,,,,,,,,Creature  - Human Warrior,Common,$0.25 
1,Setessan Skirmisher,Theros Beyond Death,200,Near Mint,English,foil,,,,,,,Creature  - Human Warrior,Common,$0.40 
6,Setessan Starbreaker,Born of the Gods,139,Near Mint,English,,,,,,,,Creature - Human Warrior,Common,$0.19 
4,Setessan Tactics,Journey into Nyx,140,Near Mint,English,,,,,,,,Instant,Rare,$0.42 
4,Setessan Training,Theros Beyond Death,201,Near Mint,English,,,,,,,,Enchantment  - Aura,Common,$0.27 
1,Setessan Training,Theros Beyond Death,201,Near Mint,English,foil,,,,,,,Enchantment  - Aura,Common,$0.40 
1,Setessan Training,Core Set 2021,205,Near Mint,English,,,,,,,,Enchantment  - Aura,Common,$0.20 
3,Seton's Desire,Odyssey,268,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
1,Seton's Scout,Torment,138,Near Mint,English,,,,,,,,Creature - Centaur Druid Scout Archer,Uncommon,$0.22 
5,Settle Beyond Reality,Modern Horizons,27,Near Mint,English,,,,,,,,Sorcery,Common,$0.20 
1,Settle Beyond Reality,Modern Horizons,27,Near Mint,English,foil,,,,,,,Sorcery,Common,$0.31 
1,Settle the Score,Jumpstart,276,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.48 
6,Settle the Score,Dominaria,103,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
2,Settle the Wreckage,Ixalan,34,Near Mint,English,,,,,,,,Instant,Rare,$4.00 
8,Seven Dwarves,Throne of Eldraine,141,Near Mint,English,,,,,,,,Creature - Dwarf,Common,$1.35 
1,Seven Dwarves,Throne of Eldraine,141,Near Mint,English,foil,,,,,,,Creature - Dwarf,Common,$4.36 
8,Sever Soul,Mercadian Masques,159,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
1,Sever Soul,Eighth Edition,162,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
2,Sever the Bloodline,Duel Decks: Blessed vs. Cursed,63,Near Mint,English,,,,,,,,Sorcery,Rare,$0.31 
1,Sever the Bloodline,Commander 2015,136,Near Mint,English,,,,,,,,Sorcery,Rare,$0.32 
1,Sever the Bloodline,Modern Masters 2017 Edition,84,Near Mint,English,,,,,,,,Sorcery,Rare,$0.32 
3,Sever the Bloodline,Innistrad,115,Near Mint,English,,,,,,,,Sorcery,Rare,$0.35 
3,Severed Legion,Onslaught,166,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.19 
2,Severed Legion,Eighth Edition,163,Good (Lightly Played),English,,,,,,,,Creature - Zombie,Common,$0.20 
5,Severed Legion,Eighth Edition,163,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.20 
5,Severed Legion,Tenth Edition,177,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.26 
4,Severed Strands,Guilds of Ravnica,85,Near Mint,English,,,,,,,,Sorcery,Common,$0.19 
1,Sevinne's Reclamation,Commander 2019,5,Near Mint,English,,,,,,,,Sorcery,Rare,$4.46 
1,"Sevinne, the Chronoclasm",Oversized: Commander 2019,49,Near Mint,English,foil,,,,,,,Legendary Creature - Human Wizard,MythicRare,$0.00 
1,"Sevinne, the Chronoclasm",Commander 2019,49,Near Mint,English,foil,,,,,,,Legendary Creature - Human Wizard,MythicRare,$0.64 
2,Sewer Rats,Battle Royale Box Set,70,Near Mint,English,,,,,,,,Creature - Rat,Common,$0.48 
1,Sewer Rats,Mirage,37,Poor,English,,,,,,,,Creature - Rat,Common,$0.22 
3,Sewer Rats,Mirage,37,Near Mint,English,,,,,,,,Creature - Rat,Common,$0.22 
4,Sewer Shambler,Return to Ravnica,75,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.20 
6,Sewerdreg,Ravnica: City of Guilds,104,Near Mint,English,,,,,,,,Creature - Spirit,Common,$0.17 
17,Sewn-Eye Drake,Alara Reborn,135,Near Mint,English,,,,,,,,Creature - Zombie Drake,Common,$0.21 
1,"Shabraz, the Skyshark",Commander 2020,14,Near Mint,English,foil,,,,,,,Legendary Creature - Shark Bird,MythicRare,$0.87 
1,Shacklegeist,Core Set 2021,70,Near Mint,English,,,,,,,,Creature - Spirit,Rare,$0.37 
2,Shackles,Exodus,18,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
1,Shackles,Invasion,37,Heavily Played,English,,,,,,,,Enchantment - Aura,Common,$0.21 
4,Shackles of Treachery,Kaldheim,150,Near Mint,English,,,,,,,,Sorcery,Common,$0.18 
4,Shade of Trokair,Time Spiral Remastered,42,Near Mint,English,,,,,,,,Creature - Shade,Common,$0.25 
2,Shade of Trokair,Planar Chaos,18,Near Mint,English,,,,,,,,Creature - Shade,Common,$0.20 
7,Shade's Form,Torment,81,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.28 
1,Shadewing Laureate,Strixhaven: School of Mages,229,Near Mint,English,,,,,,,,Creature - Human Warlock,Uncommon,$0.45 
1,Shadow Alley Denizen,Duel Decks: Jace vs. Vraska,44,Near Mint,English,,,,,,,,Creature - Vampire Rogue,Common,$0.28 
4,Shadow Alley Denizen,Gatecrash,76,Near Mint,English,,,,,,,,Creature - Vampire Rogue,Common,$0.30 
6,Shadow Glider,Battle for Zendikar,47,Near Mint,English,,,,,,,,Creature - Kor Soldier,Common,$0.21 
1,Shadow Guildmage,Mirage,38,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.21 
1,Shadow of Doubt,Ravnica: City of Guilds,253,Good (Lightly Played),English,,,,,,,,Instant,Rare,$3.91 
2,Shadow of the Grave,Amonkhet,107,Near Mint,English,,,,,,,,Instant,Rare,$0.54 
6,Shadow Rider,Weatherlight,21,Near Mint,English,,,,,,,,Creature - Knight,Common,$0.22 
1,Shadow Rift,Tempest,86,Near Mint,English,,,,,,,,Instant,Common,$1.25 
4,Shadow Slice,Gatecrash,77,Near Mint,English,,,,,,,,Sorcery,Common,$0.19 
1,Shadow Sliver,Time Spiral,76,Near Mint,English,,,,,,,,Creature - Sliver,Common,$1.30 
2,Shadow Stinger,Zendikar Rising,123,Near Mint,English,,,,,,,,Creature - Vampire Rogue,Uncommon,$0.24 
1,Shadowbane,Mirage,242,Near Mint,English,,,,,,,,Instant,Uncommon,$0.23 
9,Shadowblood Egg,Odyssey,308,Near Mint,English,,,,,,,,Artifact,Uncommon,$0.25 
1,Shadowblood Ridge,Commander 2016,325,Near Mint,English,,,,,,,,Land,Rare,$1.32 
2,Shadowblood Ridge,Commander 2020,309,Near Mint,English,,,,,,,,Land,Rare,$0.65 
3,Shadowborn Apostle,Magic 2014 Core Set,114,Near Mint,English,,,,,,,,Creature - Human Cleric,Common,$5.60 
2,Shadowborn Demon,Magic 2014 Core Set,115,Near Mint,English,,,,,,,,Creature - Demon,MythicRare,$1.68 
2,Shadowcloak Vampire,Mystery Booster,768,Near Mint,English,,,,,,,,Creature - Vampire,Common,$0.23 
4,Shadowcloak Vampire,Magic 2015 Core Set,113,Near Mint,English,,,,,,,,Creature - Vampire,Common,$0.22 
5,Shadowed Caravel,Ixalan,246,Near Mint,English,,,,,,,,Artifact - Vehicle,Rare,$0.48 
1,Shadowfeed,Shards of Alara,86,Near Mint,English,foil,,,,,,,Instant,Common,$0.27 
4,Shadowfeed,Shards of Alara,86,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Shadowfeed,Shards of Alara,86,Near Mint,Portuguese,,,,,,,,Instant,Common,$0.20 
1,Shadowmage Infiltrator,Commander 2017,193,Near Mint,English,,,,,,,,Creature - Human Wizard,Rare,$0.40 
4,Shadowmage Infiltrator,Masters 25,217,Near Mint,English,,,,,,,,Creature - Human Wizard,Uncommon,$0.31 
1,Shadows of the Past,Duel Decks: Nissa vs. Ob Nixilis,60,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.35 
1,Shadows of the Past,Magic Origins,118,Near Mint,English,foil,,,,,,,Enchantment,Uncommon,$0.76 
5,Shadows of the Past,Magic Origins,118,Near Mint,English,,,,,,,,Enchantment,Uncommon,$0.48 
2,Shadows' Verdict,Zendikar Rising,124,Near Mint,English,,,,,,,,Sorcery,Rare,$0.35 
1,Shadowspear,Theros Beyond Death,345,Near Mint,English,,,,,,,,Legendary Artifact  - Equipment,Rare,$19.13 
8,Shadowstorm Vizier,Amonkhet,206,Near Mint,English,,,,,,,,Creature - Human Cleric,Uncommon,$0.30 
1,Shaggy Camel,Unstable,22,Near Mint,English,,,,,,,,Host Creature - Camel,Common,$0.24 
5,Shake the Foundations,Rivals of Ixalan,113,Near Mint,English,,,,,,,,Instant,Uncommon,$0.24 
3,"Shalai, Voice of Plenty",Dominaria,35,Near Mint,English,,,,,,,,Legendary Creature - Angel,Rare,$6.13 
4,Shaleskin Bruiser,Onslaught,226,Near Mint,English,,,,,,,,Creature - Beast,Uncommon,$0.24 
1,Shallow Grave,Mirage,39,Near Mint,English,,,,,,,,Instant,Rare,$51.28 
1,Shaman en-Kor,Stronghold,115,Near Mint,English,,,,,,,,Creature - Kor Cleric Shaman,Rare,$1.34 
5,Shaman of Spring,Magic 2015 Core Set,199,Near Mint,English,,,,,,,,Creature - Elf Shaman,Common,$0.19 
2,Shaman of the Great Hunt,Fate Reforged,113,Near Mint,English,,,,,,,,Creature - Orc Shaman,MythicRare,$0.81 
1,Shaman of the Pack,Eternal Masters,205,Near Mint,English,,,,,,,,Creature - Elf Shaman,Uncommon,$0.41 
1,Shaman of the Pack,Magic Origins,217,Near Mint,English,,,,,,,,Creature - Elf Shaman,Uncommon,$0.40 
1,Shamanic Revelation,Promo Pack: Core Set 2021,80,Near Mint,English,,,,,,,,Sorcery,Rare,$1.70 
1,Shamanic Revelation,Commander 2019,180,Near Mint,English,,,,,,,,Sorcery,Rare,$1.11 
1,Shamanic Revelation,Mystery Booster,1331,Near Mint,English,,,,,,,,Sorcery,Rare,$1.11 
1,Shamanic Revelation,Fate Reforged,138,Near Mint,English,foil,,,,,,,Sorcery,Rare,$1.44 
1,Shamanic Revelation,Fate Reforged,138,Near Mint,English,,,,,,,,Sorcery,Rare,$1.06 
5,Shamble Back,Shadows over Innistrad,134,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
4,Shambleshark,Gatecrash,193,Near Mint,English,,,,,,,,Creature - Fish Crab,Common,$0.25 
4,Shambling Attendants,Khans of Tarkir,89,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.19 
5,Shambling Ghoul,Battlebond,159,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.22 
8,Shambling Ghoul,Magic Origins,119,Near Mint,English,,,,,,,,Creature - Zombie,Common,$0.26 
3,Shambling Goblin,Conspiracy: Take the Crown,148,Near Mint,English,,,,,,,,Creature - Zombie Goblin,Common,$0.19 
1,Shambling Goblin,Mystery Booster,770,Near Mint,English,,,,,,,,Creature - Zombie Goblin,Common,$0.25 
5,Shambling Goblin,Dragons of Tarkir,118,Near Mint,English,,,,,,,,Creature - Zombie Goblin,Common,$0.21 
5,Shambling Remains,Duel Decks: Speed vs. Cunning,12,Near Mint,English,,,,,,,,Creature - Zombie Horror,Uncommon,$0.17 
1,Shambling Remains,Mystery Booster,1483,Near Mint,English,,,,,,,,Creature - Zombie Horror,Uncommon,$0.25 
5,Shambling Remains,Conflux,124,Near Mint,English,,,,,,,,Creature - Zombie Horror,Uncommon,$0.24 
2,Shambling Shell,Duel Decks: Izzet vs. Golgari,57,Near Mint,English,,,,,,,,Creature - Plant Zombie,Common,$0.36 
1,Shambling Shell,Guilds of Ravnica Guild Kit,70,Near Mint,English,,,,,,,,Creature - Plant Zombie,Common,$0.28 
2,Shambling Shell,Ravnica: City of Guilds,230,Near Mint,English,,,,,,,,Creature - Plant Zombie,Common,$0.23 
2,Shambling Strider,Beatdown Box Set,63,Near Mint,English,,,,,,,,Creature - Yeti,Common,$0.22 
8,Shambling Strider,Ice Age,151,Near Mint,English,,,,,,,,Creature - Yeti,Common,$0.19 
1,Shambling Suit,Throne of Eldraine,230,Near Mint,English,foil,,,,,,,Artifact Creature - Construct,Uncommon,$0.48 
5,Shambling Suit,Throne of Eldraine,230,Near Mint,English,,,,,,,,Artifact Creature - Construct,Uncommon,$0.25 
1,Shambling Swarm,Torment,82,Near Mint,English,,,,,,,,Creature - Horror,Rare,$0.51 
4,Shambling Vent,Battle for Zendikar,244,Near Mint,English,,,,,,,,Land,Rare,$1.18 
1,"Shanna, Sisay's Legacy",Friday Night Magic,211,Near Mint,English,,,,,,,,Legendary Creature - Human Warrior,Uncommon,$0.50 
2,"Shanna, Sisay's Legacy",Friday Night Magic,211,Near Mint,English,foil,,,,,,,Legendary Creature - Human Warrior,Uncommon,$0.50 
9,"Shanna, Sisay's Legacy",Dominaria,204,Near Mint,English,,,,,,,,Legendary Creature - Human Warrior,Uncommon,$0.29 
14,Shanodin Dryads,Revised Edition,123,Near Mint,English,,,,,,,,Creature - Nymph Dryad,Common,$0.25 
5,Shanodin Dryads,Fourth Edition,155,Near Mint,English,,,,,,,,Creature - Nymph Dryad,Common,$0.20 
1,Shanodin Dryads,Classic Sixth Edition,252,Near Mint,English,,,,,,,,Creature - Nymph Dryad,Common,$0.20 
1,Shanodin Dryads,Seventh Edition,269,Near Mint,English,,,,,,,,Creature - Nymph Dryad,Common,$0.21 
6,Shape Anew,Scars of Mirrodin,43,Near Mint,English,,,,,,,,Sorcery,Rare,$0.40 
4,Shape of the Wiitigo,Coldsnap,120,Near Mint,English,,,,,,,,Enchantment - Aura,Rare,$0.41 
5,Shape the Sands,Dragons of Tarkir,205,Near Mint,English,,,,,,,,Instant,Common,$0.21 
10,Shaper Apprentice,Ixalan,75,Near Mint,English,,,,,,,,Creature - Merfolk Wizard,Common,$0.19 
5,Shaper Guildmage,Mirage,91,Near Mint,English,,,,,,,,Creature - Human Wizard,Common,$0.21 
1,Shaper Parasite,Commander 2014,125,Near Mint,English,,,,,,,,Creature - Illusion,Common,$0.24 
3,Shaper Parasite,Time Spiral Remastered,85,Near Mint,English,,,,,,,,Creature - Illusion,Uncommon,$0.25 
1,Shaper Parasite,Planar Chaos,46,Near Mint,English,,,,,,,,Creature - Illusion,Common,$0.20 
2,Shapers of Nature,Ixalan,228,Near Mint,English,,,,,,,,Creature - Merfolk Shaman,Uncommon,$0.30 
1,Shapers' Sanctuary,Ixalan,206,Near Mint,English,foil,,,,,,,Enchantment,Rare,$2.39 
2,Shapers' Sanctuary,Ixalan,206,Near Mint,English,,,,,,,,Enchantment,Rare,$1.27 
1,Shapeshifter,Fourth Edition,363,Near Mint,English,,,,,,,,Artifact Creature - Shapeshifter,Uncommon,$0.23 
1,Shapeshifter,Fifth Edition,398,Near Mint,English,,,,,,,,Artifact Creature - Shapeshifter,Uncommon,$0.23 
1,Shapeshifter // Angel,Extras: Modern Horizons Double Sided,1,Near Mint,English,,,,,,,,Token,Common,$0.00 
4,Shapeshifter // Bear,Extras: Modern Horizons Double Sided,2,Near Mint,English,,,,,,,,Token,Common,$0.00 
1,Shapeshifter // Construct,Extras: Modern Horizons Double Sided,6,Near Mint,English,,,,,,,,Token,Common,$0.00 
3,Shapeshifter // Elephant,Extras: Modern Horizons Double Sided,3,Near Mint,English,,,,,,,,Token,Common,$0.00 
4,Shapeshifter // Squirrel,Extras: Modern Horizons Double Sided,5,Near Mint,English,,,,,,,,Token,Common,$0.00 
2,Shapeshifter's Marrow,Future Sight,58,Near Mint,English,,,,,,,,Enchantment,Rare,$0.53 
6,Shard Convergence,Conflux,91,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.45 
1,Shard Convergence,Conflux,91,Played,English,,,,,,,,Sorcery,Uncommon,$0.45 
9,Shard of Broken Glass,Shadows over Innistrad,262,Near Mint,English,,,,,,,,Artifact - Equipment,Common,$0.21 
1,Shard Phoenix,Stronghold,97,Near Mint,English,,,,,,,,Creature - Phoenix,Rare,$0.52 
2,Shard Phoenix,Ninth Edition,217,Near Mint,English,,,,,,,,Creature - Phoenix,Rare,$0.47 
15,Shard Volley,Morningtide,103,Near Mint,English,,,,,,,,Instant,Common,$0.53 
1,Sharding Sphinx,Commander 2018,101,Near Mint,English,,,,,,,,Artifact Creature - Sphinx,Rare,$0.44 
1,Sharding Sphinx,Jumpstart,176,Near Mint,English,,,,,,,,Artifact Creature - Sphinx,Rare,$0.49 
2,Shardless Agent,Mystery Booster,1484,Near Mint,English,,,,,,,,Artifact Creature - Human Rogue,Uncommon,$0.94 
2,Shared Animosity,Commander 2020,158,Near Mint,English,,,,,,,,Enchantment,Rare,$2.85 
4,Shared Discovery,Rise of the Eldrazi,87,Near Mint,English,,,,,,,,Sorcery,Common,$0.25 
2,Shared Fate,Mirrodin,49,Near Mint,English,,,,,,,,Enchantment,Rare,$0.85 
1,Shared Summons,Core Set 2020,193,Near Mint,English,,,,,,,,Instant,Rare,$2.54 
1,Shark,Extras: Ikoria: Lair of Behemoths,7,Near Mint,English,,,,,,,,Token Creature - Shark,Common,$3.50 
1,Shark Typhoon,Promo Pack: Ikoria: Lair of Behemoths,8,Near Mint,English,,,,,,,,Enchantment,Rare,$13.35 
1,Shark Typhoon,Ikoria: Lair of Behemoths,67,Near Mint,English,,,,,,,,Enchantment,Rare,$10.88 
2,Sharktocrab,Commander Legends,450,Near Mint,English,,,,,,,,Creature - Fish Octopus Crab,Uncommon,$0.26 
6,Sharktocrab,Ravnica Allegiance,206,Near Mint,English,,,,,,,,Creature - Fish Octopus Crab,Uncommon,$0.30 
1,Sharpened Pitchfork,Duel Decks: Blessed vs. Cursed,32,Near Mint,English,,,,,,,,Artifact - Equipment,Uncommon,$0.25 
3,Sharpened Pitchfork,Innistrad,232,Near Mint,English,,,,,,,,Artifact - Equipment,Uncommon,$0.23 
1,Sharuum the Hegemon,Shards of Alara,194,Near Mint,English,,,,,,,,Legendary Artifact Creature - Sphinx,MythicRare,$0.84 
1,Shatter,Mystery Booster,1055,Near Mint,English,,,,,,,,Instant,Common,$0.25 
1,Shatter,Limited Edition Beta,175,Played,English,,,,,,,,Instant,Common,$32.04 
1,Shatter,Unlimited Edition,174,Near Mint,English,,,,,,,,Instant,Common,$2.48 
14,Shatter,Revised Edition,174,Near Mint,English,,,,,,,,Instant,Common,$0.25 
12,Shatter,Fourth Edition,237,Near Mint,English,,,,,,,,Instant,Common,$0.21 
6,Shatter,Ice Age,216,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Shatter,Tempest,203,Near Mint,English,,,,,,,,Instant,Common,$0.19 
4,Shatter,Classic Sixth Edition,204,Near Mint,English,,,,,,,,Instant,Common,$0.19 
10,Shatter,Seventh Edition,217,Near Mint,English,,,,,,,,Instant,Common,$0.20 
1,Shatter,Seventh Edition,217,Played,English,,,,,,,,Instant,Common,$0.20 
5,Shatter,Eighth Edition,220,Near Mint,English,,,,,,,,Instant,Common,$0.20 
2,Shatter,Mirrodin,105,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Shatter,Ninth Edition,218,Near Mint,English,,,,,,,,Instant,Common,$0.19 
8,Shatter,Magic 2010,155,Near Mint,English,,,,,,,,Instant,Common,$0.19 
4,Shatter,Scars of Mirrodin,103,Near Mint,English,,,,,,,,Instant,Common,$0.27 
4,Shatter,Khans of Tarkir,120,Near Mint,English,,,,,,,,Instant,Common,$0.19 
6,Shatter,Rivals of Ixalan,114,Near Mint,English,,,,,,,,Instant,Common,$0.19 
1,Shatter Assumptions,Modern Horizons,106,Near Mint,English,foil,,,,,,,Sorcery,Uncommon,$0.38 
8,Shatter Assumptions,Modern Horizons,106,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.24 
1,Shatter the Sky,Promo Pack: Theros Beyond Death,37,Near Mint,English,foil,,,,,,,Sorcery,Rare,$1.43 
8,Shattered Angel,New Phyrexia,23,Near Mint,English,,,,,,,,Creature - Angel,Uncommon,$1.00 
5,Shattered Crypt,Weatherlight,22,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
4,Shattered Dreams,Fifth Dawn,59,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.23 
3,Shattered Perception,Dark Ascension,104,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.28 
4,Shattering Blow,Gatecrash,225,Near Mint,English,,,,,,,,Instant,Common,$0.26 
1,Shattering Pulse,Exodus,102,Near Mint,English,,,,,,,,Instant,Common,$0.26 
1,Shattering Spree,Guilds of Ravnica Guild Kit,34,Near Mint,English,,,,,,,,Sorcery,Uncommon,$2.92 
1,Shattering Spree,Mystery Booster,1056,Near Mint,English,,,,,,,,Sorcery,Uncommon,$3.16 
1,Shattering Spree,Guildpact,75,Played,English,,,,,,,,Sorcery,Uncommon,$3.17 
1,Shattering Spree,Guildpact,75,Near Mint,English,,,,,,,,Sorcery,Uncommon,$3.17 
4,Shatterskull Charger,Zendikar Rising,159,Near Mint,English,,,,,,,,Creature - Giant Warrior,Rare,$0.45 
1,Shatterskull Charger,Zendikar Rising,353,Near Mint,English,,,,,,,,Creature - Giant Warrior,Rare,$0.49 
4,Shatterskull Giant,Zendikar,148,Near Mint,English,,,,,,,,Creature - Giant Warrior,Common,$0.27 
4,Shatterskull Minotaur,Zendikar Rising,160,Near Mint,English,,,,,,,,Creature - Minotaur Warrior,Uncommon,$0.29 
6,Shatterskull Recruit,Battle for Zendikar,155,Near Mint,English,,,,,,,,Creature - Giant Warrior Ally,Common,$0.19 
1,Shatterstorm,Revised Edition,175,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.57 
1,Shatterstorm,Fifth Edition,266,Near Mint,English,,,,,,,,Sorcery,Uncommon,$0.50 
1,Shauku's Minion,Mirage,343,Near Mint,English,,,,,,,,Creature - Human Minion,Uncommon,$0.23 
1,"Shauku, Endbringer",Mirage,40,Near Mint,English,,,,,,,,Legendary Creature - Vampire,Rare,$9.07 
4,Shed Weakness,Ultimate Masters,181,Near Mint,English,,,,,,,,Instant,Common,$0.24 
8,Shed Weakness,Amonkhet,185,Near Mint,English,,,,,,,,Instant,Common,$0.26 
6,Sheer Drop,Duel Decks: Zendikar vs. Eldrazi,9,Near Mint,English,,,,,,,,Sorcery,Common,$0.18 
6,Sheer Drop,Battle for Zendikar,48,Near Mint,English,,,,,,,,Sorcery,Common,$0.21 
1,Shefet Dunes,Hour of Devastation,183,Near Mint,English,,,,,,,,Land - Desert,Uncommon,$0.33 
4,Shefet Monitor,Amonkhet,186,Near Mint,English,,,,,,,,Creature - Lizard,Uncommon,$0.25 
1,Shelkin Brownie,Legends,118,Near Mint,English,,,,,,,,Creature - Ouphe,Common,$1.27 
4,Shell Shield,Zendikar Rising,79,Near Mint,English,,,,,,,,Instant,Common,$0.21 
4,Shell Skulkin,Eventide,173,Near Mint,English,,,,,,,,Artifact Creature - Scarecrow,Common,$0.26 
1,Shelldock Isle,Lorwyn,272,Near Mint,English,,,,,,,,Land,Rare,$10.64 
1,Shellephant,Unstable,121,Near Mint,English,,,,,,,,Creature - Turtle and/or Elephant,Uncommon,$0.25 
3,Shelter,Eternal Masters,29,Near Mint,English,,,,,,,,Instant,Common,$0.27 
5,Shelter,Modern Horizons,28,Near Mint,English,,,,,,,,Instant,Common,$0.24 
1,Shelter,Odyssey,46,Near Mint,English,,,,,,,,Instant,Common,$0.29 
6,Sheltered Aerie,Dragons of Tarkir,206,Near Mint,English,,,,,,,,Enchantment - Aura,Common,$0.21 
2,Sheltered Thicket,Amonkhet,248,Near Mint,English,,,,,,,,Land - Mountain Forest,Rare,$2.80 
2,Sheltered Valley,Alliances,187,Near Mint,English,,,,,,,,Land,Rare,$12.00 
10,Sheltering Light,Ixalan,35,Near Mint,English,,,,,,,,Instant,Uncommon,$0.34 
4,Sheltering Word,Avacyn Restored,192,Near Mint,English,,,,,,,,Instant,Common,$0.24 
8,Shenanigans,Modern Horizons,146,Near Mint,English,,,,,,,,Sorcery,Common,$0.23 
1,"Sheoldred, Whispering One",Iconic Masters,108,Near Mint,English,,,,,,,,Legendary Creature - Praetor,MythicRare,$25.38 
1,"Sheoldred, Whispering One",Jumpstart,278,Near Mint,English,,,,,,,,Legendary Creature - Praetor,MythicRare,$21.51 
1,"Sheoldred, Whispering One",New Phyrexia,73,Near Mint,English,,,,,,,,Legendary Creature - Praetor,MythicRare,$25.65 
4,Shepherd of Heroes,Zendikar Rising,38,Near Mint,English,,,,,,,,Creature - Angel Cleric,Common,$0.26 
1,Shepherd of Rot,Onslaught,168,Near Mint,English,,,,,,,,Creature - Zombie Cleric,Common,$0.84 
